sale_id,sale_date,store_id,store_name,customer_id,channel,payment_method,product_id,barcode,quantity,unit_price_aed,discount_pct,promo_id,revenue_aed,cost_aed,gross_profit_aed
T000199,2025-10-28,S003,Al Barsha Branch,C00459,InStore,Card,P0153,512382825862,1,20.3,0.05,PR0025,20.3,12.18,8.12
T000200,2025-11-12,S001,JVC Branch,C02662,InStore,Google Pay,P0035,9663193149195,4,17.96,0.0,,71.84,41.84,30.0
T000201,2025-11-10,S005,Deira Branch,C01899,InStore,Google Pay,P0206,1035797279857,1,9.7,0.0,,9.7,6.41,3.29
T000202,2025-10-19,S004,Marina Branch,C03948,Online,Google Pay,P0235,8004397359897,1,25.66,0.1,PR0057,25.66,23.6,2.06
T000203,2025-12-13,S001,JVC Branch,C03398,Online,Cash,P0043,8677496499094,5,10.99,0.15,PR0073,54.95,37.85,17.1
T000204,2025-10-18,S003,Al Barsha Branch,C02921,Online,Google Pay,P0030,1665876036691,1,12.16,0.0,,12.16,7.53,4.63
T000205,2025-12-30,S004,Marina Branch,C01192,InStore,Google Pay,P0037,5314737996501,5,14.48,0.0,,72.4,49.3,23.1
T000206,2025-12-18,S004,Marina Branch,C02505,Delivery,Google Pay,P0263,7703843098830,5,4.33,0.0,,21.65,16.55,5.1
T000207,2025-10-24,S002,Dubai Hills Branch,C02267,InStore,Apple Pay,P0147,5965756924596,5,6.55,0.25,PR0041,32.75,25.8,6.95
T000208,2025-12-16,S004,Marina Branch,C01837,Delivery,Google Pay,P0127,2300478686330,1,35.36,0.25,PR0045,35.36,28.46,6.9
T000209,2025-11-06,S001,JVC Branch,C01923,Online,Google Pay,P0031,6688937346701,3,10.91,0.0,,32.73,22.68,10.05
T000210,2025-12-20,S002,Dubai Hills Branch,C03776,Delivery,Google Pay,P0190,29218515694,1,27.47,0.3,PR0044,27.47,32.4,-4.93
T000211,2025-11-23,S002,Dubai Hills Branch,C01599,Online,Apple Pay,P0261,2137213865893,1,19.6,0.0,,19.6,14.18,5.42
T000212,2025-11-06,S004,Marina Branch,C02733,Online,Card,P0247,4525777547818,5,7.98,0.3,PR0012,39.9,36.7,3.2
T000213,2025-11-11,S002,Dubai Hills Branch,C03251,Online,Google Pay,P0182,1356804420674,1,39.52,0.2,PR0013,39.52,30.36,9.16
T000214,2025-11-16,S003,Al Barsha Branch,C00075,Online,Apple Pay,P0021,6025634216072,2,22.49,0.0,,44.98,36.4,8.58
T000215,2026-01-11,S003,Al Barsha Branch,C03305,InStore,Apple Pay,P0031,6688937346701,2,8.18,0.25,PR0005,16.36,15.12,1.24
T000216,2025-10-31,S004,Marina Branch,C01993,Online,Apple Pay,P0016,5435346247515,5,8.3,0.25,PR0029,41.5,40.7,0.8
T000217,2025-10-22,S003,Al Barsha Branch,C02476,Delivery,Cash,P0066,4228421020537,5,19.48,0.1,PR0066,97.4,70.2,27.2
T000218,2025-12-12,S001,JVC Branch,C03096,InStore,Cash,P0036,5067165726287,4,8.78,0.0,,35.12,23.84,11.28
T000219,2026-01-03,S005,Deira Branch,C00172,Delivery,Cash,P0067,8117758917831,1,13.13,0.0,,13.13,8.27,4.86
T000220,2026-01-05,S002,Dubai Hills Branch,C03732,Online,Card,P0100,4225831323708,1,12.4,0.0,,12.4,9.46,2.94
T000221,2026-01-15,S003,Al Barsha Branch,C02042,Delivery,Cash,P0286,3718376452084,4,6.8,0.0,,27.2,21.24,5.96
T000222,2026-01-07,S002,Dubai Hills Branch,C03356,InStore,Cash,P0177,4451870534946,1,66.99,0.0,,66.99,56.02,10.97
T000223,2025-12-12,S002,Dubai Hills Branch,C00027,InStore,Google Pay,P0249,2563942788163,4,24.98,0.0,,99.92,71.24,28.68
T000224,2025-11-22,S003,Al Barsha Branch,C02930,Online,Apple Pay,P0210,9652074466605,5,44.08,0.15,PR0048,220.4,154.3,66.1
T000225,2025-11-05,S002,Dubai Hills Branch,C00935,InStore,Google Pay,P0031,6688937346701,5,10.91,0.0,,54.55,37.8,16.75
T000226,2025-12-08,S004,Marina Branch,C02115,Delivery,Apple Pay,P0218,16761847235,4,12.39,0.0,,49.56,36.08,13.48
T000227,2025-12-12,S001,JVC Branch,C03866,InStore,Cash,P0071,494519832731,1,71.9,0.05,PR0067,71.9,56.84,15.06
T000228,2025-11-26,S003,Al Barsha Branch,C00674,Online,Cash,P0185,4720999347684,4,12.45,0.0,,49.8,32.68,17.12
T000229,2025-10-21,S004,Marina Branch,C00619,Delivery,Cash,P0089,1530515220475,6,11.19,0.0,,67.14,44.94,22.2
T000230,2025-11-23,S005,Deira Branch,C02789,Delivery,Apple Pay,P0300,8925832067996,4,16.78,0.0,,67.12,38.0,29.12
T000231,2025-11-30,S003,Al Barsha Branch,C03688,Delivery,Card,P0068,7661771159217,1,19.13,0.0,,19.13,13.15,5.98
T000232,2025-12-13,S004,Marina Branch,C03230,Delivery,Google Pay,P0072,6899809402443,6,17.29,0.25,PR0080,103.74,80.88,22.86
T000233,2026-01-08,S003,Al Barsha Branch,C03609,Online,Cash,P0281,5478077406493,4,14.01,0.0,,56.04,31.0,25.04
T000234,2025-12-24,S001,JVC Branch,C02945,Delivery,Card,P0008,8281489325286,3,17.61,0.0,,52.83,31.56,21.27
T000235,2025-12-25,S005,Deira Branch,C01279,Delivery,Apple Pay,P0207,602933334681,3,12.09,0.25,PR0071,36.27,37.47,-1.2
T000236,2025-10-19,S002,Dubai Hills Branch,C02212,Delivery,Apple Pay,P0215,835058300334,1,12.06,0.0,,12.06,8.19,3.87
T000237,2025-11-24,S002,Dubai Hills Branch,C02070,InStore,Cash,P0249,2563942788163,6,24.98,0.0,,149.88,106.86,43.02
T000238,2025-11-19,S003,Al Barsha Branch,C00508,InStore,Cash,P0293,371705865097,6,10.95,0.0,,65.7,37.08,28.62
T000239,2025-11-24,S004,Marina Branch,C01857,Online,Card,P0293,371705865097,5,10.95,0.0,,54.75,30.9,23.85
T000240,2025-12-28,S005,Deira Branch,C02572,Delivery,Card,P0018,4118244935340,6,15.03,0.0,,90.18,74.82,15.36
T000241,2025-11-24,S003,Al Barsha Branch,C03339,Delivery,Card,P0245,8781414139754,3,8.85,0.0,,26.55,15.51,11.04
T000242,2025-12-22,S004,Marina Branch,C02386,InStore,Apple Pay,P0188,5223955905991,6,11.15,0.15,PR0067,66.9,56.88,10.02
T000243,2025-10-29,S004,Marina Branch,C03394,Online,Cash,P0188,5223955905991,2,13.12,0.0,,26.24,18.96,7.28
T000244,2025-10-24,S001,JVC Branch,C01951,InStore,Google Pay,P0034,3271937452997,4,9.3,0.0,,37.2,22.68,14.52
T000245,2025-12-03,S001,JVC Branch,C01650,Delivery,Google Pay,P0190,29218515694,1,39.24,0.0,,39.24,32.4,6.84
T000246,2025-12-30,S003,Al Barsha Branch,C01803,Delivery,Google Pay,P0295,1228685289759,4,15.26,0.0,,61.04,45.92,15.12
T000247,2025-11-06,S004,Marina Branch,C01986,Delivery,Google Pay,P0275,9982455877165,2,9.55,0.0,,19.1,15.48,3.62
T000248,2026-01-15,S002,Dubai Hills Branch,C00484,Delivery,Card,P0117,833016571208,5,13.3,0.0,,66.5,48.85,17.65
T000249,2025-12-16,S004,Marina Branch,C03867,Delivery,Apple Pay,P0011,3105183473829,1,11.45,0.0,,11.45,8.32,3.13
T000250,2026-01-02,S001,JVC Branch,C01187,InStore,Card,P0095,7652775841611,4,9.98,0.15,PR0074,39.92,27.6,12.32
T000251,2025-12-03,S001,JVC Branch,C01243,Online,Google Pay,P0246,5775949299550,3,11.98,0.0,,35.94,20.85,15.09
T000252,2025-11-04,S001,JVC Branch,C01728,InStore,Apple Pay,P0208,3494466574378,2,16.12,0.0,,32.24,26.54,5.7
T000253,2025-11-13,S003,Al Barsha Branch,C02003,InStore,Cash,P0124,9822587139710,2,8.24,0.0,,16.48,13.16,3.32
T000254,2025-11-30,S005,Deira Branch,C01711,Online,Apple Pay,P0017,8384251354276,1,9.45,0.0,,9.45,8.03,1.42
T000255,2025-12-13,S005,Deira Branch,C03201,Online,Google Pay,P0112,6940974993097,1,26.86,0.0,,26.86,21.35,5.51
T000256,2025-11-02,S005,Deira Branch,C02068,Delivery,Google Pay,P0128,690331190794,1,22.24,0.0,,22.24,14.07,8.17
T000257,2026-01-10,S004,Marina Branch,C03549,Delivery,Apple Pay,P0280,8845783174560,1,23.69,0.0,,23.69,17.23,6.46
T000258,2026-01-04,S001,JVC Branch,C01587,InStore,Google Pay,P0187,407859321339,6,15.89,0.0,,95.34,57.6,37.74
T000259,2025-12-25,S003,Al Barsha Branch,C03646,Online,Apple Pay,P0080,4905814770056,1,6.72,0.0,,6.72,3.83,2.89
T000260,2025-11-07,S001,JVC Branch,C02343,Delivery,Apple Pay,P0146,2646471543790,1,87.68,0.0,,87.68,56.14,31.54
T000261,2026-01-07,S005,Deira Branch,C00789,Delivery,Cash,P0019,52427868015,1,14.8,0.25,PR0011,14.8,11.4,3.4
T000262,2025-12-22,S005,Deira Branch,C02059,InStore,Cash,P0292,1022031731097,2,11.33,0.0,,22.66,16.82,5.84
T000263,2025-11-09,S005,Deira Branch,C03399,Delivery,Google Pay,P0095,7652775841611,1,10.57,0.1,PR0032,10.57,6.9,3.67
T000264,2025-12-24,S001,JVC Branch,C02413,InStore,Google Pay,P0130,9268705685668,5,11.29,0.0,,56.45,38.05,18.4
T000265,2025-11-29,S001,JVC Branch,C01300,Online,Apple Pay,P0093,1952058527727,4,10.0,0.05,PR0068,40.0,27.68,12.32
T000266,2025-10-31,S001,JVC Branch,C02220,InStore,Apple Pay,P0202,1914856467995,1,32.99,0.0,,32.99,19.26,13.73
T000267,2025-11-09,S002,Dubai Hills Branch,C00632,Online,Google Pay,P0193,5704331541007,3,14.51,0.0,,43.53,36.78,6.75
T000268,2025-10-24,S002,Dubai Hills Branch,C01333,InStore,Cash,P0212,6554947170998,1,99.23,0.0,,99.23,61.19,38.04
T000269,2025-11-24,S001,JVC Branch,C03658,Online,Apple Pay,P0068,7661771159217,4,17.22,0.1,PR0053,68.88,52.6,16.28
T000270,2025-11-01,S004,Marina Branch,C00969,Online,Google Pay,P0081,9807935978203,1,9.35,0.25,PR0076,9.35,9.16,0.19
T000271,2025-11-20,S001,JVC Branch,C02266,Online,Cash,P0034,3271937452997,1,9.3,0.0,,9.3,5.67,3.63
T000272,2025-10-20,S004,Marina Branch,C03743,InStore,Apple Pay,P0191,7528953926442,4,11.52,0.0,,46.08,29.8,16.28
T000273,2025-12-31,S005,Deira Branch,C01248,Delivery,Google Pay,P0011,3105183473829,6,8.59,0.25,PR0017,51.54,49.92,1.62
T000274,2025-10-27,S004,Marina Branch,C02050,InStore,Card,P0172,2856914630318,1,50.12,0.0,,50.12,32.23,17.89
T000275,2025-12-25,S003,Al Barsha Branch,C02202,Online,Google Pay,P0262,2796114351906,2,13.19,0.0,,26.38,22.14,4.24
T000276,2025-10-17,S001,JVC Branch,C02543,Online,Card,P0268,2373334333396,4,8.16,0.0,,32.64,22.6,10.04
T000277,2025-10-24,S001,JVC Branch,C01440,Delivery,Card,P0122,7426841459334,4,8.32,0.15,PR0049,33.28,25.76,7.52
T000278,2025-12-21,S005,Deira Branch,C02307,InStore,Apple Pay,P0124,9822587139710,3,5.77,0.3,PR0069,17.31,19.74,-2.43
T000279,2025-12-06,S001,JVC Branch,C01145,Online,Card,P0022,3036541458687,6,11.2,0.1,PR0072,67.2,48.9,18.3
T000280,2025-12-20,S005,Deira Branch,C01304,Delivery,Apple Pay,P0196,6884443106987,1,76.31,0.0,,76.31,43.2,33.11
T000281,2026-01-15,S003,Al Barsha Branch,C01400,InStore,Google Pay,P0245,8781414139754,4,6.19,0.3,PR0042,24.76,20.68,4.08
T000282,2025-11-28,S005,Deira Branch,C00548,Delivery,Cash,P0063,471138267588,1,9.14,0.0,,9.14,6.81,2.33
T000283,2025-12-16,S005,Deira Branch,C02756,InStore,Google Pay,P0110,8523986800027,1,13.12,0.0,,13.12,8.77,4.35
T000284,2026-01-14,S005,Deira Branch,C01609,Delivery,Cash,P0250,8272299275038,6,15.51,0.0,,93.06,74.88,18.18
T000285,2025-12-24,S001,JVC Branch,C03343,Delivery,Google Pay,P0263,7703843098830,1,4.33,0.0,,4.33,3.31,1.02
T000286,2025-12-01,S001,JVC Branch,C01467,Online,Card,P0063,471138267588,4,9.14,0.0,,36.56,27.24,9.32
T000287,2025-11-01,S001,JVC Branch,C00791,Online,Cash,P0155,4785969691556,4,14.92,0.0,,59.68,39.36,20.32
T000288,2025-10-19,S002,Dubai Hills Branch,C02905,Online,Card,P0048,2567468071549,3,19.49,0.0,,58.47,39.33,19.14
T000289,2026-01-03,S001,JVC Branch,C02941,InStore,Card,P0030,1665876036691,6,12.16,0.0,,72.96,45.18,27.78
T000290,2025-12-02,S004,Marina Branch,C03705,Delivery,Card,P0275,9982455877165,1,9.55,0.0,,9.55,7.74,1.81
T000291,2025-11-11,S001,JVC Branch,C03564,Online,Google Pay,P0244,8814353682224,6,18.23,0.0,,109.38,64.2,45.18
T000292,2025-12-26,S002,Dubai Hills Branch,C02318,Delivery,Card,P0223,7621202169796,2,17.12,0.0,,34.24,28.72,5.52
T000293,2025-12-31,S001,JVC Branch,C00522,Online,Card,P0015,8820812191367,2,7.36,0.0,,14.72,11.4,3.32
T000294,2025-11-21,S005,Deira Branch,C03973,Delivery,Apple Pay,P0253,3222591365178,1,98.11,0.3,PR0003,98.11,86.76,11.35
T000295,2025-12-14,S005,Deira Branch,C02626,Delivery,Cash,P0117,833016571208,1,13.3,0.0,,13.3,9.77,3.53
T000296,2025-12-11,S003,Al Barsha Branch,C01667,Online,Cash,P0090,4328986143419,1,79.81,0.0,,79.81,58.63,21.18
T000297,2025-12-15,S005,Deira Branch,C02119,InStore,Card,P0154,6093796603344,1,29.41,0.0,,29.41,21.73,7.68
T000298,2025-11-21,S001,JVC Branch,C01296,InStore,Google Pay,P0027,7693676320164,4,9.0,0.0,,36.0,30.44,5.56
T000299,2025-11-28,S002,Dubai Hills Branch,C03309,InStore,Card,P0223,7621202169796,1,17.12,0.0,,17.12,14.36,2.76
T000300,2025-10-26,S004,Marina Branch,C00258,Delivery,Cash,P0166,3712938700514,2,13.23,0.15,PR0040,26.46,23.24,3.22
T000301,2025-12-17,S001,JVC Branch,C02428,Delivery,Apple Pay,P0047,4902787429677,4,11.46,0.0,,45.84,38.44,7.4
T000302,2025-11-17,S003,Al Barsha Branch,C03928,Online,Cash,P0048,2567468071549,1,19.49,0.0,,19.49,13.11,6.38
T000303,2025-12-22,S003,Al Barsha Branch,C03178,Delivery,Google Pay,P0047,4902787429677,2,11.46,0.0,,22.92,19.22,3.7
T000304,2026-01-05,S001,JVC Branch,C00351,InStore,Cash,P0017,8384251354276,4,9.45,0.0,,37.8,32.12,5.68
T000305,2025-11-26,S004,Marina Branch,C02841,InStore,Card,P0168,6973112196562,1,129.53,0.0,,129.53,99.31,30.22
T000306,2025-12-12,S001,JVC Branch,C02565,Online,Cash,P0250,8272299275038,1,15.51,0.0,,15.51,12.48,3.03
T000307,2026-01-11,S001,JVC Branch,C03482,Online,Google Pay,P0006,4969653287106,1,23.73,0.05,PR0038,23.73,14.79,8.94
T000308,2026-01-04,S001,JVC Branch,C00044,Online,Google Pay,P0016,5435346247515,4,8.3,0.25,PR0080,33.2,32.56,0.64
T000309,2025-12-10,S004,Marina Branch,C01392,Delivery,Cash,P0162,2325367294663,5,17.73,0.0,,88.65,73.2,15.45
T000310,2025-12-22,S004,Marina Branch,C00443,InStore,Cash,P0244,8814353682224,3,18.23,0.0,,54.69,32.1,22.59
T000311,2025-10-25,S005,Deira Branch,C00794,Delivery,Card,P0085,3221418880597,5,10.15,0.0,,50.75,33.1,17.65
T000312,2025-11-18,S005,Deira Branch,C02969,Delivery,Google Pay,P0091,1798089324603,3,13.93,0.0,,41.79,30.99,10.8
T000313,2025-11-17,S002,Dubai Hills Branch,C00523,Online,Google Pay,P0171,3006848666184,1,46.41,0.05,PR0008,46.41,27.11,19.3
T000314,2026-01-08,S005,Deira Branch,C01275,Delivery,Card,P0071,494519832731,1,75.68,0.0,,75.68,56.84,18.84
T000315,2025-12-16,S002,Dubai Hills Branch,C01193,Online,Cash,P0008,8281489325286,3,17.61,0.0,,52.83,31.56,21.27
T000316,2025-12-31,S005,Deira Branch,C00235,InStore,Cash,P0218,16761847235,6,12.39,0.0,,74.34,54.12,20.22
T000317,2025-11-30,S004,Marina Branch,C02624,InStore,Cash,P0181,5618537474116,2,16.76,0.0,,33.52,20.0,13.52
T000318,2025-11-10,S003,Al Barsha Branch,C02834,Online,Apple Pay,P0166,3712938700514,6,15.56,0.0,,93.36,69.72,23.64
T000319,2025-12-28,S005,Deira Branch,C01715,Online,Card,P0219,9926189141178,3,11.36,0.0,,34.08,25.5,8.58
T000320,2025-12-14,S001,JVC Branch,C03769,InStore,Card,P0198,6256527047743,1,14.21,0.0,,14.21,11.63,2.58
T000321,2025-12-15,S002,Dubai Hills Branch,C03307,Delivery,Google Pay,P0054,7187026217452,5,13.34,0.2,PR0043,66.7,70.0,-3.3
T000322,2025-12-07,S002,Dubai Hills Branch,C00028,Online,Cash,P0092,5188888067065,2,18.9,0.0,,37.8,22.92,14.88
T000323,2025-12-01,S001,JVC Branch,C00584,Online,Google Pay,P0034,3271937452997,1,9.3,0.0,,9.3,5.67,3.63
T000324,2026-01-05,S002,Dubai Hills Branch,C01475,InStore,Cash,P0034,3271937452997,5,9.3,0.0,,46.5,28.35,18.15
T000325,2025-11-11,S002,Dubai Hills Branch,C01392,Delivery,Card,P0199,1586938068682,3,11.68,0.15,PR0023,35.04,24.54,10.5
T000326,2025-11-11,S002,Dubai Hills Branch,C00086,Delivery,Card,P0257,8811729806864,1,17.83,0.15,PR0013,17.83,12.66,5.17
T000327,2026-01-08,S004,Marina Branch,C00862,Online,Google Pay,P0289,7306524077843,1,14.86,0.0,,14.86,9.21,5.65
T000328,2025-12-03,S002,Dubai Hills Branch,C03855,Delivery,Google Pay,P0183,32365199419,3,9.26,0.0,,27.78,16.14,11.64
T000329,2025-11-01,S001,JVC Branch,C00536,InStore,Card,P0047,4902787429677,2,11.46,0.0,,22.92,19.22,3.7
T000330,2025-12-04,S005,Deira Branch,C02456,Online,Card,P0030,1665876036691,6,12.16,0.0,,72.96,45.18,27.78
T000331,2026-01-03,S001,JVC Branch,C03235,InStore,Apple Pay,P0242,6180919015815,5,9.7,0.25,PR0038,48.5,47.8,0.7
T000332,2025-10-23,S002,Dubai Hills Branch,C01148,InStore,Google Pay,P0165,2424154152060,1,93.43,0.0,,93.43,51.41,42.02
T000333,2025-10-27,S002,Dubai Hills Branch,C02519,InStore,Card,P0180,2344565574315,4,34.89,0.0,,139.56,79.88,59.68
T000334,2025-12-05,S005,Deira Branch,C01533,Online,Google Pay,P0231,1699586693462,6,10.43,0.0,,62.58,47.4,15.18
T000335,2025-11-27,S002,Dubai Hills Branch,C02845,Online,Google Pay,P0208,3494466574378,6,16.12,0.0,,96.72,79.62,17.1
T000336,2025-11-20,S004,Marina Branch,C03774,Delivery,Cash,P0249,2563942788163,5,24.98,0.0,,124.9,89.05,35.85
T000337,2025-11-14,S002,Dubai Hills Branch,C00961,Online,Card,P0017,8384251354276,2,9.45,0.0,,18.9,16.06,2.84
T000338,2025-12-10,S003,Al Barsha Branch,C03832,Online,Apple Pay,P0221,1143744701204,4,30.27,0.0,,121.08,72.0,49.08
T000339,2025-10-27,S005,Deira Branch,C01209,Online,Apple Pay,P0255,9904137977239,2,7.91,0.0,,15.82,13.08,2.74
T000340,2025-12-30,S002,Dubai Hills Branch,C02545,Online,Google Pay,P0074,1476797643819,1,23.28,0.0,,23.28,18.97,4.31
T000341,2025-12-15,S004,Marina Branch,C01506,Online,Apple Pay,P0186,8380657875988,1,34.81,0.0,,34.81,22.07,12.74
T000342,2025-12-04,S003,Al Barsha Branch,C02644,InStore,Apple Pay,P0081,9807935978203,1,11.22,0.1,PR0034,11.22,9.16,2.06
T000343,2025-11-23,S001,JVC Branch,C02637,InStore,Apple Pay,P0288,5132719500528,5,16.54,0.0,,82.7,64.9,17.8
T000344,2025-10-29,S002,Dubai Hills Branch,C00821,Online,Card,P0009,4303911718221,1,10.85,0.05,PR0070,10.85,7.95,2.9
T000345,2025-11-18,S003,Al Barsha Branch,C03148,Delivery,Apple Pay,P0166,3712938700514,3,15.56,0.0,,46.68,34.86,11.82
T000346,2026-01-15,S002,Dubai Hills Branch,C03503,Delivery,Apple Pay,P0044,2812067974037,5,12.12,0.0,,60.6,38.15,22.45
T000347,2025-11-24,S001,JVC Branch,C03208,Online,Google Pay,P0210,9652074466605,3,51.86,0.0,,155.58,92.58,63.0
T000348,2026-01-08,S005,Deira Branch,C02100,InStore,Google Pay,P0045,9361832421021,1,8.02,0.0,,8.02,4.58,3.44
T000349,2025-11-15,S002,Dubai Hills Branch,C01944,InStore,Google Pay,P0062,9651370985933,6,12.62,0.0,,75.72,44.46,31.26
T000350,2025-11-29,S004,Marina Branch,C00770,Online,Google Pay,P0135,4235369378545,1,9.76,0.0,,9.76,8.1,1.66
T000351,2025-12-12,S002,Dubai Hills Branch,C00124,Online,Card,P0276,6996112535544,4,15.83,0.0,,63.32,51.32,12.0
T000352,2025-11-02,S005,Deira Branch,C00040,Online,Apple Pay,P0054,7187026217452,3,16.68,0.0,,50.04,42.0,8.04
T000353,2025-11-14,S003,Al Barsha Branch,C03083,Online,Apple Pay,P0037,5314737996501,4,14.48,0.0,,57.92,39.44,18.48
T000354,2025-12-31,S003,Al Barsha Branch,C00132,InStore,Card,P0223,7621202169796,1,17.12,0.0,,17.12,14.36,2.76
T000355,2025-12-28,S003,Al Barsha Branch,C03743,Delivery,Google Pay,P0138,862118233981,6,12.03,0.0,,72.18,55.32,16.86
T000356,2025-11-12,S004,Marina Branch,C01945,InStore,Apple Pay,P0275,9982455877165,4,7.64,0.2,PR0025,30.56,30.96,-0.4
T000357,2025-12-13,S005,Deira Branch,C00382,InStore,Cash,P0037,5314737996501,6,14.48,0.0,,86.88,59.16,27.72
T000358,2025-11-08,S005,Deira Branch,C02472,Online,Cash,P0188,5223955905991,1,13.12,0.0,,13.12,9.48,3.64
T000359,2025-11-11,S002,Dubai Hills Branch,C01581,Online,Card,P0061,4517123685169,1,11.38,0.0,,11.38,7.14,4.24
T000360,2025-11-23,S002,Dubai Hills Branch,C01863,InStore,Apple Pay,P0041,824008427108,6,17.43,0.0,,104.58,66.84,37.74
T000361,2025-10-18,S005,Deira Branch,C00644,InStore,Card,P0203,653074505447,1,31.69,0.2,PR0051,31.69,25.06,6.63
T000362,2025-12-09,S005,Deira Branch,C01594,InStore,Card,P0170,9180552696584,4,10.34,0.0,,41.36,28.88,12.48
T000363,2025-11-25,S002,Dubai Hills Branch,C02723,Online,Card,P0222,225579415523,4,7.0,0.0,,28.0,18.96,9.04
T000364,2025-12-29,S005,Deira Branch,C02059,Delivery,Google Pay,P0079,9212779979956,3,13.9,0.0,,41.7,24.21,17.49
T000365,2025-11-11,S003,Al Barsha Branch,C01826,InStore,Google Pay,P0121,7530463745499,1,17.76,0.0,,17.76,13.33,4.43
T000366,2025-11-17,S005,Deira Branch,C02332,Online,Google Pay,P0107,5953278774706,5,26.05,0.0,,130.25,105.4,24.85
T000367,2025-12-29,S004,Marina Branch,C01180,Delivery,Google Pay,P0296,9398368457767,1,10.56,0.0,,10.56,7.11,3.45
T000368,2026-01-14,S003,Al Barsha Branch,C01602,Delivery,Card,P0076,2268388516065,6,17.95,0.0,,107.7,63.12,44.58
T000369,2025-11-17,S004,Marina Branch,C03004,Online,Google Pay,P0077,6416052975168,2,13.88,0.0,,27.76,22.44,5.32
T000370,2026-01-09,S004,Marina Branch,C00392,Online,Cash,P0093,1952058527727,2,10.53,0.0,,21.06,13.84,7.22
T000371,2025-11-06,S002,Dubai Hills Branch,C01196,Delivery,Cash,P0160,4074517133953,1,23.88,0.3,PR0069,23.88,19.81,4.07
T000372,2025-12-19,S002,Dubai Hills Branch,C02265,InStore,Apple Pay,P0065,1390053293184,4,17.89,0.0,,71.56,43.44,28.12
T000373,2025-10-30,S001,JVC Branch,C01336,Online,Google Pay,P0276,6996112535544,5,15.83,0.0,,79.15,64.15,15.0
T000374,2025-11-18,S002,Dubai Hills Branch,C01894,InStore,Cash,P0068,7661771159217,2,19.13,0.0,,38.26,26.3,11.96
T000375,2025-12-04,S004,Marina Branch,C01636,InStore,Google Pay,P0270,8678085627188,1,69.81,0.0,,69.81,43.05,26.76
T000376,2025-10-18,S001,JVC Branch,C02746,Delivery,Google Pay,P0030,1665876036691,3,10.94,0.1,PR0042,32.82,22.59,10.23
T000377,2025-12-15,S004,Marina Branch,C02923,Online,Card,P0192,9029593917251,1,67.49,0.25,PR0032,67.49,75.11,-7.62
T000378,2025-11-21,S004,Marina Branch,C00412,InStore,Apple Pay,P0274,7175455884505,2,12.83,0.05,PR0078,25.66,20.46,5.2
T000379,2025-12-24,S001,JVC Branch,C00318,Delivery,Cash,P0044,2812067974037,6,12.12,0.0,,72.72,45.78,26.94
T000380,2025-11-05,S003,Al Barsha Branch,C00729,InStore,Cash,P0291,9351863878291,1,25.21,0.0,,25.21,19.41,5.8
T000381,2025-11-13,S005,Deira Branch,C03427,Delivery,Cash,P0122,7426841459334,4,9.79,0.0,,39.16,25.76,13.4
T000382,2026-01-13,S004,Marina Branch,C02451,InStore,Cash,P0286,3718376452084,3,6.8,0.0,,20.4,15.93,4.47
T000383,2025-11-11,S004,Marina Branch,C00978,InStore,Cash,P0199,1586938068682,2,13.74,0.0,,27.48,16.36,11.12
T000384,2025-12-09,S001,JVC Branch,C01381,InStore,Cash,P0077,6416052975168,1,13.88,0.0,,13.88,11.22,2.66
T000385,2025-10-29,S002,Dubai Hills Branch,C01703,Delivery,Cash,P0048,2567468071549,6,17.54,0.1,PR0006,105.24,78.66,26.58
T000386,2025-11-27,S003,Al Barsha Branch,C02559,InStore,Google Pay,P0078,4535218188357,5,12.13,0.0,,60.65,44.05,16.6
T000387,2025-11-01,S004,Marina Branch,C00712,InStore,Google Pay,P0027,7693676320164,2,7.65,0.15,PR0042,15.3,15.22,0.08
T000388,2025-10-18,S003,Al Barsha Branch,C02696,Online,Apple Pay,P0037,5314737996501,4,13.03,0.1,PR0009,52.12,39.44,12.68
T000389,2025-10-25,S001,JVC Branch,C03144,Delivery,Google Pay,P0030,1665876036691,2,12.16,0.0,,24.32,15.06,9.26
T000390,2025-12-24,S001,JVC Branch,C01329,Delivery,Google Pay,P0110,8523986800027,5,12.46,0.05,PR0077,62.3,43.85,18.45
T000391,2025-11-28,S002,Dubai Hills Branch,C03621,Delivery,Apple Pay,P0235,8004397359897,2,28.51,0.0,,57.02,47.2,9.82
T000392,2025-10-25,S004,Marina Branch,C01567,Delivery,Card,P0036,5067165726287,3,6.58,0.25,PR0058,19.74,17.88,1.86
T000393,2025-12-31,S005,Deira Branch,C00953,InStore,Cash,P0035,9663193149195,6,17.96,0.0,,107.76,62.76,45.0
T000394,2025-11-16,S003,Al Barsha Branch,C00998,Delivery,Cash,P0187,407859321339,6,15.89,0.0,,95.34,57.6,37.74
T000395,2025-11-03,S001,JVC Branch,C00828,InStore,Google Pay,P0050,932480861317,3,7.26,0.0,,21.78,14.85,6.93
T000396,2026-01-07,S002,Dubai Hills Branch,C03875,Online,Apple Pay,P0028,7278895798682,1,10.75,0.3,PR0077,10.75,8.68,2.07
T000397,2025-11-21,S002,Dubai Hills Branch,C03115,InStore,Google Pay,P0044,2812067974037,3,12.12,0.0,,36.36,22.89,13.47
